id;CensusTract;County;Borough;TotalPop;Men;Women;Hispanic;White;Black;Native;Asian;Citizen;Income;IncomeErr;IncomePerCap;IncomePerCapErr;Poverty;ChildPoverty;Professional;Service;Office;Construction;Production;Drive;Carpool;Transit;Walk;OtherTransp;WorkAtHome;MeanCommute;Employed;PrivateWork;PublicWork;SelfEmployed;FamilyWork;Unemployment;Latitude;Longitude;State;location
653;36047037900;Kings;Brooklyn;3537;1619;1918;9.5;6.3;83.9;0;0;2422;40412;9880;21676;3633;30.8;42.5;33.3;33.6;21.8;6.2;5.1;21.5;0;74.3;2.1;1;1.2;43.5;1639;78;20.1;1.8;0;11.5;406.789.949.749;-739.222.613.065;NY;40.6789949749 -73.9222613065
654;36047038100;Kings;Brooklyn;5550;2313;3237;10.5;4;84.3;0;0;3810;27885;5749;15994;2184;30.6;41.2;26.4;27.8;27;9.6;9.3;28.6;0.4;61.6;5;3.1;1.4;39;2091;76.8;19.6;3.6;0;14.7;406.789.949.749;-739.285.929.648;NY;40.6789949749 -73.9285929648
655;36047038200;Kings;Brooklyn;5786;2429;3357;24.8;9.1;41.2;0;22;3859;17308;5565;11590;1565;42.8;54.4;25;35.1;23.4;6.6;9.9;15.2;6.2;68;9.6;1.1;0;52.1;2039;80.8;12;7.2;0;17.2;405.908.040.201;-739.824.120.603;NY;40.5908040201 -73.9824120603
656;36047038300;Kings;Brooklyn;4655;2004;2651;12.2;2;83.1;0;0;2862;48712;16204;24634;3049;15.4;14.6;29.6;28.9;28.8;5.4;7.4;15.7;0.9;72.9;5.7;2.2;2.5;42.9;1993;75.5;16.5;8;0;9.2;406.835.175.879;-739.285.929.648;NY;40.6835175879 -73.9285929648
657;36047038500;Kings;Brooklyn;3364;1599;1765;20.4;7.3;68.1;0;2.4;2548;39141;14250;20270;3131;29.4;34.5;31.2;31.1;25.7;8.2;3.8;19.9;1.2;63.8;5.9;5.1;4.1;41.4;1418;61.1;31.2;7.7;0;17.6;406.857.788.945;-739.285.929.648;NY;40.6857788945 -73.9285929648
658;36047038600;Kings;Brooklyn;3622;1857;1765;17.4;40.8;0.1;0;41.2;2039;44766;14654;20397;3319;20;36.4;22.7;26;27.3;14.6;9.4;31.1;10.7;52;0;3.9;2.3;39.2;1548;75.4;18.1;5.9;0.6;9.2;405.908.040.201;-73.976.080.402;NY;40.5908040201 -73.976080402
659;36047038700;Kings;Brooklyn;4058;1986;2072;22.9;7.4;62.1;0.3;7.1;2626;36430;4516;20643;5193;29.3;38.9;31.4;26.5;22.4;4.7;14.9;11;1.2;70.5;5.9;4.8;6.6;45.5;1537;73.1;16;10.9;0;20.1;406.903.015.075;-739.285.929.648;NY;40.6903015075 -73.9285929648
660;36047038800;Kings;Brooklyn;4049;1887;2162;9.4;79;1.8;0;8.7;2473;60132;10235;25708;4081;17.3;26.2;39.9;17.9;29.4;4.9;7.8;35.5;5.4;45;7.9;3;3;48.4;1744;79.5;13;7.5;0;5.4;405.908.040.201;-739.697.487.437;NY;40.5908040201 -73.9697487437
661;36047038900;Kings;Brooklyn;3249;1713;1536;69;15.5;6.3;0;5.9;2034;47059;9546;22788;4088;28.7;25;31.4;32.9;16.5;11.4;7.8;10;2.6;69.4;4.1;7;6.8;40.4;1782;82.7;9.2;8.1;0;7.8;406.970.854.271;-739.380.904.523;NY;40.6970854271 -73.9380904523
662;36047039000;Kings;Brooklyn;2318;1208;1110;3.1;93.8;0;0.5;2.6;1381;45682;11485;26203;4629;19.9;26.5;35.2;9.5;38.9;8.4;8.1;41.1;5.4;41.6;3.8;3.8;4.4;43.7;867;84.9;10.4;4.7;0;3.8;405.930.653.266;-739.665.829.146;NY;40.5930653266 -73.9665829146
663;36047039100;Kings;Brooklyn;3086;1491;1595;65.7;16.3;12.2;0;3.2;1671;35542;15145;16392;3013;38.7;57.2;33.1;44.4;13.2;1.5;7.8;8.6;0.4;75.8;9.6;0.9;4.7;36.8;1376;82.8;11.8;5.4;0;18;406.993.467.337;-739.349.246.231;NY;40.6993467337 -73.9349246231
664;36047039200;Kings;Brooklyn;2807;1303;1504;4.3;78.8;2.2;0;13.6;1602;33125;9332;17075;2823;19.2;23.8;44.1;11.1;24.8;9.4;10.7;34.5;11;45.4;7.2;1.9;0;38.9;992;86.4;11.2;2.4;0;10.1;405.953.266.332;-739.634.170.854;NY;40.5953266332 -73.9634170854
665;36047039300;Kings;Brooklyn;3444;1705;1739;57.2;18.8;23.1;0;0.2;2249;52244;14708;25089;4068;24.8;32.5;43.2;19.4;26.7;3.8;6.8;15.1;3.9;69.5;6.4;4.2;0.9;42.1;1709;77.4;18.2;4.4;0;14.4;406.948.241.206;-73.931.758.794;NY;40.6948241206 -73.931758794
666;36047039400;Kings;Brooklyn;2480;1293;1187;10.8;81.3;0;0.5;1.7;1397;51927;12494;26942;7564;8.9;8.4;34.4;18.5;35.2;4.5;7.5;25;13.1;53.1;5.5;1.3;2;43.4;896;86;7.9;5.4;0.7;14.7;405.975.879.397;-739.665.829.146;NY;40.5975879397 -73.9665829146
667;36047039500;Kings;Brooklyn;3789;2091;1698;49.7;11.7;30.5;0;7.8;2020;27870;9248;14690;2520;39.6;52;24.4;29.6;20.7;14;11.4;12;4;74.9;5.5;1.5;2.1;44.1;1480;89.4;6.1;4.5;0;22.8;406.925.628.141;-739.254.271.357;NY;40.6925628141 -73.9254271357
668;36047039600;Kings;Brooklyn;2090;894;1196;6.6;86.9;0;4.2;2.1;1347;46926;22743;32915;7158;13.1;18.8;37.3;10.8;46.6;2.2;3;36.1;9.7;43.1;7.9;1.1;2.1;45.7;761;81.3;12.5;6.2;0;7.5;405.953.266.332;-739.697.487.437;NY;40.5953266332 -73.9697487437
669;36047039700;Kings;Brooklyn;3261;1550;1711;33.3;14.6;48.6;1.5;1.7;2203;38266;6612;19586;3711;32.7;40.9;31.2;31.8;22.4;5.4;9.2;16.7;1.8;71.2;2.7;1.2;6.4;44.8;1439;68.7;19;12.2;0;19.6;40.688.040.201;-739.222.613.065;NY;40.688040201 -73.9222613065
670;36047039800;Kings;Brooklyn;2859;1318;1541;17.5;36.6;0;0;44.7;1554;52721;12843;21442;2961;17.6;26.1;36.5;28.8;19.5;9.3;5.9;16;7.4;63.9;7.9;1;3.9;42.9;1178;81.7;13.3;4.9;0;11.1;405.953.266.332;-739.792.462.312;NY;40.5953266332 -73.9792462312
671;36047039900;Kings;Brooklyn;3384;1485;1899;51.7;6.5;41.2;0;0.3;2134;31563;11561;17538;2769;32.3;51.6;33.4;30.5;27.7;3.5;5;23.7;0;64.5;3.9;5.4;2.5;38.5;1410;85.8;10.9;3.3;0;17.5;406.903.015.075;-739.190.954.774;NY;40.6903015075 -73.9190954774
672;36047040000;Kings;Brooklyn;3429;1663;1766;12.9;41.5;0;0;45.6;1844;41759;7551;16857;1744;21.4;28.8;20.2;32.4;29.3;7.1;11;19.2;1.2;68.2;5.5;6;0;44.7;1444;86.7;8;5.3;0;11;405.975.879.397;-739.792.462.312;NY;40.5975879397 -73.9792462312
673;36047040100;Kings;Brooklyn;3356;1573;1783;31.9;13.8;51.1;0;1.9;2258;42079;10451;19783;2880;27.7;28.8;26.4;30.1;31.6;5.9;6;7.4;1.3;85.5;5.1;0.6;0;47.7;1637;83.1;14.2;2.7;0;13.6;406.857.788.945;-739.127.638.191;NY;40.6857788945 -73.9127638191
674;36047040200;Kings;Brooklyn;2683;1446;1237;10.8;40.4;0;0;48.3;1745;42000;12984;22690;3420;20.9;22.5;28.1;29.5;25.9;4.3;12.2;20.5;4.4;62.3;10.3;0.8;1.8;46.4;1290;85.6;9.9;4.5;0;6.4;405.953.266.332;-739.824.120.603;NY;40.5953266332 -73.9824120603
675;36047040300;Kings;Brooklyn;3724;1604;2120;31.6;6.9;60.6;0;0.9;2307;27827;5244;16171;3637;41.8;70.4;37.9;22.9;21.6;7.8;9.7;18.4;0;66.6;8.6;0;6.4;47.5;1266;78.7;15.7;5.6;0;20.5;406.835.175.879;-739.095.979.899;NY;40.6835175879 -73.9095979899
676;36047040400;Kings;Brooklyn;2451;1195;1256;10.7;47.8;0.4;0;40.8;1679;39947;14125;24228;3657;14.9;19.9;31.6;25.5;25.6;5.2;12.1;18.5;8.1;55.4;8.2;6.2;3.6;45.5;1125;78;17.8;4.2;0;12.6;405.998.492.462;-739.855.778.894;NY;40.5998492462 -73.9855778894
677;36047040500;Kings;Brooklyn;1539;772;767;49.8;3.9;41.8;0;4.5;1025;40815;18342;20722;4976;28.4;38.5;27.2;20.5;32.7;8.3;11.3;14.5;0;82.1;2.3;1;0.2;47;648;76.2;17.3;6.5;0;17;406.812.562.814;-739.064.321.608;NY;40.6812562814 -73.9064321608
678;36047040600;Kings;Brooklyn;3335;1566;1769;15.2;32.5;0;0;50.5;1531;44107;10096;22820;4038;10.9;7.7;30.2;29.1;17.2;12.5;11;22.3;9.4;53.8;5.3;1.6;7.6;43.4;1573;74.6;17.9;7.4;0;10;405.998.492.462;-739.824.120.603;NY;40.5998492462 -73.9824120603
680;36047040800;Kings;Brooklyn;3304;1622;1682;9.5;39.6;3.3;0;46.2;1681;59056;12137;21631;3423;24.4;28;33.5;23;32.6;4.9;6;26;8.2;53.5;5.3;4.2;2.8;43.1;1477;79.4;16.3;4.3;0;11.7;405.998.492.462;-739.792.462.312;NY;40.5998492462 -73.9792462312
681;36047040900;Kings;Brooklyn;3738;1575;2163;70.9;9;18.1;0;1;2027;37635;9165;17215;3507;34.2;46.5;21.8;30.8;23.6;12.6;11.3;11.4;0;78;4.1;4.9;1.6;41.8;1579;85.1;12.6;2.3;0;13.4;406.903.015.075;-739.064.321.608;NY;40.6903015075 -73.9064321608
682;36047041000;Kings;Brooklyn;1854;895;959;14.1;67;0.8;0;17.3;1237;43750;13081;24093;4691;19.3;28.8;15.3;33.3;25.3;9;17.2;24.6;7.7;47.4;15.5;1.8;3;38.7;688;84.3;10.9;4.8;0;18.4;405.998.492.462;-73.976.080.402;NY;40.5998492462 -73.976080402
683;36047041100;Kings;Brooklyn;3387;1609;1778;56.1;4.7;35.3;0.3;1.3;1894;35068;16481;21304;7894;28.9;36.8;14.5;40.2;27.1;4.3;13.9;20;2.3;64.7;7.7;2.7;2.6;44.2;1508;84.4;12.1;3.5;0;10;40.688.040.201;-739.064.321.608;NY;40.688040201 -73.9064321608
684;36047041200;Kings;Brooklyn;2835;1188;1647;22.8;52.9;0;0;24.3;1749;41944;11129;27415;9063;15;16.6;36.6;24.1;22.7;5.4;11.2;20.7;5.5;56.8;6.3;3;7.8;38.5;1348;76.5;19.1;4.4;0;6.8;406.021.105.528;-73.976.080.402;NY;40.6021105528 -73.976080402
685;36047041300;Kings;Brooklyn;4365;1933;2432;57.5;8.1;29.3;0;0.8;2429;38955;4814;16170;2089;18.4;18.9;19.2;30.5;30.1;8.4;11.7;16.5;0;68.8;8.2;3.3;3.3;42.3;1954;81.9;9.8;8.2;0;8.9;40.688.040.201;-739.127.638.191;NY;40.688040201 -73.9127638191
686;36047041401;Kings;Brooklyn;1480;686;794;6;86.3;0;0;7.7;983;52774;11172;23485;4001;11.7;0;29;21.3;34.2;7.6;7.9;27.2;9.5;58.2;2.8;2.3;0;43.4;644;87.1;6.2;6.7;0;11;405.998.492.462;-739.697.487.437;NY;40.5998492462 -73.9697487437
687;36047041402;Kings;Brooklyn;1611;719;892;0.7;99.3;0;0;0;906;28884;6107;33861;12275;23.3;31.2;35.8;16.7;31.1;7.5;8.9;38.1;10.3;44.2;3.6;0.4;3.4;46.3;508;90.6;5.3;2.8;1.4;10.9;406.021.105.528;-739.697.487.437;NY;40.6021105528 -73.9697487437
688;36047041500;Kings;Brooklyn;4478;1907;2571;59.3;5.6;29.2;0.4;5.1;2514;53924;11019;17475;2460;18.8;17.7;15.6;35.7;31.9;9.4;7.4;11;0.6;76;6.9;3.2;2.3;44.7;1957;79.6;11.9;8.6;0;22;406.925.628.141;-739.159.296.482;NY;40.6925628141 -73.9159296482
689;36047041600;Kings;Brooklyn;2644;1356;1288;13.1;78.1;2;0;6.1;1412;44260;5147;23530;9460;24.7;29;25.9;23.4;34.8;5.9;10;18.5;5.5;55.5;15.8;1.6;3;33.4;880;81.1;6.7;12.2;0;8.7;406.021.105.528;-739.634.170.854;NY;40.6021105528 -73.9634170854
690;36047041700;Kings;Brooklyn;3158;1495;1663;70.7;2.3;17.8;0;9.2;1820;22022;9891;13931;1719;27.4;36.3;12.4;45.1;25.7;6.6;10.1;12.2;0;74.6;8.2;1.7;3.3;40.3;1212;85.6;10;4.4;0;13.6;406.925.628.141;-739.190.954.774;NY;40.6925628141 -73.9190954774
691;36047041800;Kings;Brooklyn;2314;1097;1217;17.1;79.5;0;0;3.4;1269;33056;8662;19503;5387;18.5;10.7;38.1;14.2;28.1;6.4;13.2;39.2;1.9;34.4;19.8;1.6;3.3;31.3;688;83.4;7.6;9;0;10.1;406.043.718.593;-739.665.829.146;NY;40.6043718593 -73.9665829146
692;36047041900;Kings;Brooklyn;4030;1996;2034;67.9;11.9;16.1;2.1;1;2115;35877;5821;14628;2501;32.2;34.9;17.7;33.4;33.4;2.1;13.5;16.8;4.6;62.4;6.3;7.9;2;39;1652;76.5;14;9.4;0;20;406.948.241.206;-739.222.613.065;NY;40.6948241206 -73.9222613065
693;36047042000;Kings;Brooklyn;1894;896;998;4.7;84.5;0.5;0.9;7.1;1051;42969;11571;21109;6788;21.5;27;45.3;18.3;25;3.2;8.2;24.4;7.3;39;20.8;3.7;4.7;35.1;600;91.3;5;3.7;0;7;406.088.944.724;-739.665.829.146;NY;40.6088944724 -73.9665829146
694;36047042100;Kings;Brooklyn;4016;2053;1963;62.6;12;20.6;0.3;3.3;2523;34362;9773;18035;2307;24.6;41.2;20.1;33;20.9;13.7;12.3;8;2.4;82.8;4.8;1.6;0.4;42.1;2034;92.3;7.1;0.6;0;13;406.970.854.271;-739.254.271.357;NY;40.6970854271 -73.9254271357
695;36047042200;Kings;Brooklyn;3474;1829;1645;18.1;69.5;1.8;0;10.1;1841;68382;20475;31966;7286;17.2;21.8;31.6;18.6;34.1;4.6;11.2;22.1;6.6;53.6;15.6;0;2.1;40.3;1587;78.1;8.3;13.6;0;8.7;406.066.331.658;-739.697.487.437;NY;40.6066331658 -73.9697487437
696;36047042300;Kings;Brooklyn;4986;2803;2183;74;16.1;5.3;0;3.9;2327;51083;24847;18141;2685;24.7;36.4;23.1;30.6;14.6;14.8;16.8;6.6;2.7;71.2;9.9;3.8;5.8;37.7;2442;85.3;8.6;6.1;0;12.8;406.970.854.271;-739.285.929.648;NY;40.6970854271 -73.9285929648
697;36047042400;Kings;Brooklyn;3432;1851;1581;12.4;61;1.2;0;24.7;1973;46570;6638;25108;3898;12;20.6;34.7;19.1;15.1;17.4;13.7;18;3.9;70.6;4.6;1.1;1.8;49.5;1729;85.2;8.5;6.3;0;9.3;406.066.331.658;-73.976.080.402;NY;40.6066331658 -73.976080402
698;36047042500;Kings;Brooklyn;2906;1482;1424;67.2;27.2;2.7;0;1.9;1745;45642;5117;22240;3775;29.4;45.3;41.5;31.9;17.4;3.7;5.5;14.2;6.9;60.1;9.3;3.3;6.2;39.3;1457;85.4;6.7;6.9;1;13.3;407.016.080.402;-73.931.758.794;NY;40.7016080402 -73.931758794
699;36047042600;Kings;Brooklyn;4408;1853;2555;13.9;40.5;1.7;0;41.7;2425;47788;13478;21387;2785;17.6;24.3;23.4;32.8;25.7;7.8;10.3;19;8;61.9;9.4;1.8;0;47.3;2176;83.5;8.6;7.9;0;8.9;406.043.718.593;-739.792.462.312;NY;40.6043718593 -73.9792462312
700;36047042700;Kings;Brooklyn;5609;3052;2557;69.8;16.7;7.3;0.2;4.4;2401;47055;5523;19636;2914;39.6;67.5;29.4;25.9;15.9;10.2;18.5;5.6;1.3;69.9;13.5;6.3;3.4;36.3;3047;85.7;4.5;9.5;0.3;12.6;407.038.693.467;-739.285.929.648;NY;40.7038693467 -73.9285929648
701;36047042800;Kings;Brooklyn;3760;1872;1888;6.1;66.8;0;0;26.4;2216;52188;10039;25787;3104;17.4;20.7;38.8;20.6;18.8;5;16.8;23.9;4.6;59.9;7.9;1.2;2.5;42.5;1725;73.3;18;8.2;0.5;10.1;406.043.718.593;-739.887.437.186;NY;40.6043718593 -73.9887437186
702;36047042900;Kings;Brooklyn;5743;2905;2838;75.7;17.9;3.3;0;1.5;2498;45382;4017;18377;2011;26.3;36.1;19.5;35.3;14.4;13.4;17.5;5.4;4.6;67.3;13.2;6.4;3.1;41.4;3050;82.4;7.1;10.5;0;13.6;407.016.080.402;-739.254.271.357;NY;40.7016080402 -73.9254271357
703;36047043000;Kings;Brooklyn;3394;1639;1755;9.6;47.1;0;0;43.3;1827;34729;6529;17988;3057;22.4;28.3;24.1;30.4;16;10.5;19;10.1;3.2;71.2;12;0.2;3.4;41.3;1310;80.2;6.4;13.4;0;11;406.088.944.724;-739.855.778.894;NY;40.6088944724 -73.9855778894
704;36047043100;Kings;Brooklyn;5655;2862;2793;69.8;15.4;1.4;0;12.9;2532;42269;7394;19242;3083;36.4;57.8;35;32.5;9.9;9.1;13.4;5.7;0.8;80.2;6.8;4.6;1.9;40.5;2759;87.3;8.1;4.6;0;11.7;406.993.467.337;-739.222.613.065;NY;40.6993467337 -73.9222613065
705;36047043200;Kings;Brooklyn;4790;2575;2215;13.8;47.8;0.5;0;34.4;2622;48574;4851;20751;2635;20.7;29.6;28.2;24.1;20.6;11.8;15.3;21.7;1.8;63.9;11.3;0.7;0.7;43.8;2294;83.8;10.5;5.3;0.5;8.2;406.088.944.724;-739.792.462.312;NY;40.6088944724 -73.9792462312
706;36047043300;Kings;Brooklyn;4601;2339;2262;73;8.7;7;0;11.2;2153;37882;9496;15505;2815;27.2;32.4;19;27.5;20.4;16.5;16.6;9;1.6;81.7;3.7;1.7;2.1;41.9;1852;89.7;9.8;0.5;0;13.8;406.970.854.271;-739.190.954.774;NY;40.6970854271 -73.9190954774
707;36047043400;Kings;Brooklyn;3368;1619;1749;5.4;64.5;2.3;0;24.2;2089;47054;11313;24081;4928;22.2;23.4;46.2;22.5;17.1;7.6;6.6;18.2;8.7;57.1;11.1;1.6;3.3;42.1;1373;85.5;9.4;5.1;0;10.5;406.088.944.724;-73.976.080.402;NY;40.6088944724 -73.976080402
708;36047043500;Kings;Brooklyn;5156;2675;2481;74.2;5.6;18.2;0;1.8;2680;41058;7322;20513;5106;24.8;37.4;20.5;31.4;24.1;13.9;10.1;15.9;0;66.4;15.8;0.6;1.3;38.1;2436;74.4;16.1;9.5;0;18.2;406.948.241.206;-739.127.638.191;NY;40.6948241206 -73.9127638191
709;36047043600;Kings;Brooklyn;4823;2142;2681;6.1;62.8;0.1;0;30.6;2886;60227;12099;25317;4704;17.6;28;29.4;30;14.3;9.9;16.4;16;9;66.4;6;1.7;1;49.5;2443;77.6;17.8;4.3;0.3;9.7;406.134.170.854;-739.792.462.312;NY;40.6134170854 -73.9792462312
710;36047043700;Kings;Brooklyn;6122;2884;3238;64.2;13.6;19.7;0;1.2;3222;42500;4623;16314;1887;31.5;48.4;34.7;29;15.9;6.9;13.5;9.1;1.9;77.7;6.7;1.5;3.1;43.6;2624;84.4;10.4;5.1;0;19.1;406.925.628.141;-739.095.979.899;NY;40.6925628141 -73.9095979899
711;36047043800;Kings;Brooklyn;2632;1262;1370;17.6;68.6;2.4;0;9.2;1569;40227;13323;20326;2656;25.8;29.2;37.3;17.2;33.2;3.5;8.8;24.3;8.3;54.7;8.5;2.9;1.3;40.9;1101;78.1;14.4;7.4;0;11.1;406.088.944.724;-739.729.145.729;NY;40.6088944724 -73.9729145729
712;36047043900;Kings;Brooklyn;4155;2084;2071;76;4.9;11.1;0;8;2300;40455;23235;21455;5898;24.2;27.3;25.2;32.8;22.6;7;12.3;14.2;2.3;71;6.8;4.3;1.3;35.4;1731;77.4;15.6;7;0;20.2;406.948.241.206;-739.127.638.191;NY;40.6948241206 -73.9127638191
713;36047044000;Kings;Brooklyn;2943;1508;1435;8.7;84;1.8;1;1.9;1741;47727;16948;20159;2880;25.3;30.9;40.2;11.7;35;9.5;3.6;28.6;8.7;51.1;6.7;1.1;3.8;39;968;74.2;14.4;11.5;0;10.4;406.134.170.854;-739.729.145.729;NY;40.6134170854 -73.9729145729
714;36047044100;Kings;Brooklyn;6156;3308;2848;75.7;11.6;1.4;0.3;10.7;2653;49167;7311;20352;4140;26.3;40.1;17.5;30.1;18.9;17.8;15.6;10.2;5.7;66.5;12.6;4.1;0.9;38.4;3215;90.9;3.3;5.8;0;12;407.016.080.402;-739.159.296.482;NY;40.7016080402 -73.9159296482
715;36047044200;Kings;Brooklyn;2743;1249;1494;0.9;88.5;0;8.8;1.6;1665;57366;11782;31503;7583;10.9;8;49.5;9.9;26.2;9.5;4.9;38.6;3.7;40.9;14.6;1.1;1.1;30.6;1040;67.6;16.3;16.2;0;5.9;406.111.557.789;-739.665.829.146;NY;40.6111557789 -73.9665829146
716;36047044300;Kings;Brooklyn;5378;3190;2188;68.1;14.2;2;0;13.5;2294;56657;16104;22393;2133;21.4;19.6;29.1;19.1;18.3;15.2;18.3;11;1.1;72.6;10.5;2.3;2.6;38.5;3048;85;8.5;5.9;0.7;7.7;407.038.693.467;-739.159.296.482;NY;40.7038693467 -73.9159296482
717;36047044400;Kings;Brooklyn;3409;1670;1739;7.2;85.7;1.3;1.2;4.3;2088;44896;8276;25254;6021;18;17.9;35;24.8;28.8;7.1;4.4;38.4;4.8;38.7;11.4;3;3.7;37.1;1304;80.6;13.6;5.8;0;8.9;40.615.678.392;-739.729.145.729;NY;40.615678392 -73.9729145729
718;36047044500;Kings;Brooklyn;4963;2527;2436;60.8;17.7;4.9;0;11.8;2244;42894;4015;20476;3602;28.7;40.5;32.8;24.1;22.7;11.9;8.3;10.2;2.8;67.7;7.9;5;6.5;42.5;2506;83.8;7.3;8.9;0;7.3;407.038.693.467;-739.222.613.065;NY;40.7038693467 -73.9222613065
719;36047044600;Kings;Brooklyn;2021;1042;979;11.2;56.2;0.7;0.6;29.8;1261;47031;14217;25091;2393;17.6;21.9;34.2;20.4;23.9;8.3;13.1;22.4;7.7;61.5;4.6;2.6;1.2;45.7;915;84.9;10.4;4.7;0;11.8;406.134.170.854;-739.792.462.312;NY;40.6134170854 -73.9792462312
720;36047044700;Kings;Brooklyn;2480;1115;1365;52.3;23.9;19;0;3.8;1317;50114;8823;25196;4818;29.5;43.7;36.4;30.7;12.6;10.4;10;5.1;2.7;78.7;5.9;4.1;3.6;38.8;1187;83.7;9;7.2;0;13.2;407.061.306.533;-739.254.271.357;NY;40.7061306533 -73.9254271357
721;36047044800;Kings;Brooklyn;1924;964;960;12.4;73.9;0.7;0;11.3;1197;52083;11326;33090;6859;20.8;26.9;45.6;18.8;34.5;0.5;0.6;30.9;6;46.7;13.2;0.6;2.6;35.5;849;76.1;15.2;8.7;0;8.9;406.179.396.985;-73.976.080.402;NY;40.6179396985 -73.976080402
722;36047044900;Kings;Brooklyn;3465;1572;1893;42.9;15.1;37.1;0;3.4;2165;33831;15356;16235;3310;38.8;60.7;26.2;29.6;31.5;3.3;9.5;13.8;1.1;65.7;13.2;3.6;2.5;38.2;1300;77.3;16.4;6.3;0;13.9;407.083.919.598;-739.380.904.523;NY;40.7083919598 -73.9380904523
723;36047045000;Kings;Brooklyn;498;233;265;4.2;95.8;0;0;0;297;29659;26139;25407;10839;46.6;47.3;37.8;10.3;42.9;1.9;7.1;33.6;7.2;33.6;20.4;0;5.3;31.5;156;76.3;19.2;4.5;0;1.9;40.620.201.005;-739.729.145.729;NY;40.620201005 -73.9729145729
724;36047045200;Kings;Brooklyn;2638;1258;1380;4;92.9;0;0;1.8;1722;67431;13319;32085;5497;11;13.8;57.9;7.1;25.3;4.1;5.6;28;11.2;32.8;19.7;1.2;7.1;32.2;932;85.9;9.8;4.3;0;3.1;406.179.396.985;-739.697.487.437;NY;40.6179396985 -73.9697487437
725;36047045300;Kings;Brooklyn;2262;1351;911;51.1;24.3;21.6;0;2.7;1406;55536;11079;23660;4676;43;60.9;38;28.6;18.9;3;11.4;3;4.5;70.6;6.3;8.9;6.8;37.2;1152;88.2;3;8.8;0;18.6;407.038.693.467;-73.931.758.794;NY;40.7038693467 -73.931758794
726;36047045600;Kings;Brooklyn;2562;1262;1300;2.6;78.2;1.1;0;15.1;1534;35385;12482;23039;4583;22.4;24.5;38.7;19;23.1;3.7;15.6;28.1;4.9;56.9;7.1;1.2;1.7;40.9;931;82.3;11.7;6;0;8.5;406.224.623.116;-739.665.829.146;NY;40.6224623116 -73.9665829146
727;36047045800;Kings;Brooklyn;1651;893;758;1;97.3;0.8;0;0.8;1053;60250;18555;39810;10604;7;5.2;43.1;15.5;31.5;4.4;5.5;26.4;13.5;52.5;2;3.5;2.2;42.6;613;74.9;13.4;11.7;0;7.3;406.247.236.181;-739.697.487.437;NY;40.6247236181 -73.9697487437
728;36047046000;Kings;Brooklyn;4028;1983;2045;3;47.1;3.6;0;41.4;2258;45938;7665;21113;3780;28;34.5;34.6;17.5;26.1;7.6;14.1;32.3;9.4;37.2;18;0.7;2.4;35.8;1556;75.1;16.9;8;0;9;406.292.462.312;-739.697.487.437;NY;40.6292462312 -73.9697487437
729;36047046201;Kings;Brooklyn;2685;1179;1506;7.8;71.2;0;0;21;1601;36765;15549;20838;3450;20.4;13.9;43.3;24.1;17;1.8;13.9;20.6;5.4;54.5;15.6;1.5;2.5;38.1;960;85.2;8.2;6.6;0;12.2;406.269.849.246;-73.976.080.402;NY;40.6269849246 -73.976080402
730;36047046202;Kings;Brooklyn;2191;1100;1091;15.6;83.8;0;0;0.6;1180;56818;14687;24824;6078;28.2;42.1;54.6;14;25.1;1.9;4.4;24.3;2.9;41.5;20;2.4;8.9;32.5;843;83.6;5.9;10.4;0;4.1;406.224.623.116;-73.976.080.402;NY;40.6224623116 -73.976080402
731;36047046400;Kings;Brooklyn;2710;1365;1345;1.7;90.1;1;0;6.2;1337;43889;10883;15294;2933;32.3;39.3;45.2;15.4;32;3.1;4.3;30.2;11;32.4;21.2;0;5.2;38.1;818;87.2;6.4;6.5;0;5.1;406.224.623.116;-739.792.462.312;NY;40.6224623116 -73.9792462312
732;36047046800;Kings;Brooklyn;2326;1020;1306;0.5;96.8;0.6;0;2.1;1078;34063;18851;12635;2837;36.9;43.6;42.4;4.8;48.1;1;3.8;34.7;9.4;31.9;19.2;0;4.8;30.2;609;87.7;11.5;0.8;0;7.9;40.620.201.005;-739.824.120.603;NY;40.620201005 -73.9824120603
733;36047047000;Kings;Brooklyn;2806;1507;1299;2.9;93.4;0.3;0;3.1;1469;46696;13426;18640;3829;41.7;54.6;47.7;15.6;32.2;2.7;1.8;33.4;14.3;26.7;20.4;1.6;3.5;29;768;89.6;8.1;2.3;0;5;406.247.236.181;-739.887.437.186;NY;40.6247236181 -73.9887437186
734;36047047200;Kings;Brooklyn;2931;1453;1478;0.5;98.7;0.6;0;0;1559;51159;4580;19321;3164;23.9;30.3;49.9;7.7;32.4;6.1;4;23.9;7.6;22;34.6;0;11.8;30.3;886;86.1;2.5;9;2.4;5.1;406.247.236.181;-739.855.778.894;NY;40.6247236181 -73.9855778894
735;36047047400;Kings;Brooklyn;2929;1657;1272;0.8;97.1;0;0;0.6;1467;52125;6109;25313;6837;21.3;28.8;47.1;13.6;25.2;8;6.2;28.8;5;23;34.3;0.5;8.3;27;1052;87.3;9;3.7;0;3.8;406.269.849.246;-739.824.120.603;NY;40.6269849246 -73.9824120603
