id;CensusTract;County;Borough;TotalPop;Men;Women;Hispanic;White;Black;Native;Asian;Citizen;Income;IncomeErr;IncomePerCap;IncomePerCapErr;Poverty;ChildPoverty;Professional;Service;Office;Construction;Production;Drive;Carpool;Transit;Walk;OtherTransp;WorkAtHome;MeanCommute;Employed;PrivateWork;PublicWork;SelfEmployed;FamilyWork;Unemployment;Latitude;Longitude;State;location
88;36005015100;Bronx;Bronx;5458;2625;2833;56.9;1.3;40.4;0;0;2673;30339;4993;14429;1642;28.2;37.6;21.9;43.5;16;10;8.6;21.3;4.3;58.6;6.1;8;1.8;42.4;1935;82.2;14.3;3.5;0;10.4;40.828.241.206;-739.001.005.025;NY;40.828241206 -73.9001005025
89;36005015200;Bronx;Bronx;2803;1375;1428;60.7;26;6;0;4.5;1973;70162;5637;28665;4433;14;20.6;27.6;27.4;27.1;5.8;12.2;41.5;19;33;3.5;1.3;1.7;36.3;1349;71.6;24.3;4.1;0;8.5;40.823.718.593;-738.272.864.322;NY;40.823718593 -73.8272864322
90;36005015300;Bronx;Bronx;4466;1925;2541;52.6;0.7;45.5;0;0.9;2225;19630;5355;12812;2241;50.8;69.3;22.5;35.3;25.4;5.3;11.4;16.3;2;71.1;7.4;1.9;1.5;43.7;1539;83;13.8;3.1;0;15.1;408.305.025.126;-738.969.346.734;NY;40.8305025126 -73.8969346734
91;36005015500;Bronx;Bronx;3178;1319;1859;80.6;0.5;17.1;0;1.1;1642;21136;2778;10488;1925;51.7;64.2;13.5;39.7;27.5;6.5;12.8;17.5;1.7;72.7;7.4;0.6;0;45;844;84.6;9.2;5.2;0.9;31.1;408.327.638.191;-738.906.030.151;NY;40.8327638191 -73.8906030151
92;36005015700;Bronx;Bronx;4054;1666;2388;66.4;1;30.8;0;0.4;2026;33785;6549;16223;3145;26.7;34.2;17.3;31.9;19.9;19.3;11.6;16.5;1.9;71.5;8.4;0.2;1.4;42.8;1808;73;18.2;8.8;0;22.6;408.305.025.126;-738.874.371.859;NY;40.8305025126 -73.8874371859
93;36005015800;Bronx;Bronx;1202;529;673;49.6;36.7;6.3;0;3;850;77045;10438;32964;5646;11.5;10.4;36.7;22.6;25.9;6.3;8.5;43.4;6.9;38.3;4.4;3.9;3.2;40.8;567;78.3;16.8;4.9;0;7.5;40.823.718.593;-738.209.547.739;NY;40.823718593 -73.8209547739
94;36005015900;Bronx;Bronx;1420;528;892;91.2;0.5;6.8;0;1.5;929;16027;5922;12878;2925;51;57.4;38.3;34.7;22.1;0;4.9;19.7;0;67.6;11;0;1.6;46.3;426;84.5;15.3;0.2;0;13.1;408.214.572.864;-738.937.688.442;NY;40.8214572864 -73.8937688442
95;36005016000;Bronx;Bronx;4274;2194;2080;23.1;70.8;0.7;0;3.2;2828;77216;22985;35775;3894;3.3;0;31.1;24;27;8.4;9.5;55.2;12.9;23;3.2;1.6;4.1;35.7;2148;85.3;13.1;1.6;0;6.9;408.259.798.995;-738.209.547.739;NY;40.8259798995 -73.8209547739
96;36005016100;Bronx;Bronx;4140;1862;2278;71.6;0.6;27.2;0;0.7;2118;12467;6442;12532;2385;51.6;61.9;19;51.6;16.5;3.2;9.7;18.5;3.3;69.8;5.4;0;3;44;1465;69.8;25.5;4.6;0;17.8;408.350.251.256;-738.874.371.859;NY;40.8350251256 -73.8874371859
97;36005016200;Bronx;Bronx;1969;876;1093;39.9;52.9;4.5;1.8;0.6;1424;70682;32797;22967;3685;14.4;22.3;29.4;30.3;25.1;4.6;10.6;52.2;4.6;32.3;7.5;0;3.4;36.2;824;82;17.1;0.8;0;9.3;40.828.241.206;-738.209.547.739;NY;40.828241206 -73.8209547739
99;36005016400;Bronx;Bronx;885;401;484;28;63.3;8.7;0;0;678;60682;17257;35090;12325;10.1;14.8;29.2;34.5;23.6;6.8;5.9;40.1;5;35.4;8.1;3.4;8.1;31.6;322;78.9;14.6;6.5;0;14.6;408.305.025.126;-738.272.864.322;NY;40.8305025126 -73.8272864322
100;36005016500;Bronx;Bronx;1189;613;576;44;0.3;55.7;0;0;628;26645;9252;12860;2302;33.9;60.7;15;44.2;23.2;2.9;14.8;20.7;3;70.1;2.5;0;3.7;50.2;419;70.2;22.7;7.2;0;11;408.418.090.452;-739.032.663.317;NY;40.8418090452 -73.9032663317
101;36005016600;Bronx;Bronx;2252;1061;1191;51.8;34.3;3;0;9.9;1688;63421;14767;28075;3892;10.2;5.2;39.3;19.1;24.6;8.1;9;36.1;7.6;45.7;2.3;2.6;5.7;46.3;992;86.1;10.9;3;0;9.1;40.828.241.206;-738.336.180.905;NY;40.828241206 -73.8336180905
102;36005016700;Bronx;Bronx;2733;1228;1505;45.2;1.2;52.7;0;0;1363;27222;5912;9971;1118;43.8;49.8;18;36.4;22.5;3.2;19.9;19.5;4.1;68.2;3;2.5;2.7;43.5;863;76.1;11.2;11.1;1.5;15.5;408.395.477.387;-739.032.663.317;NY;40.8395477387 -73.9032663317
104;36005017300;Bronx;Bronx;6301;3055;3246;61.2;1;26.9;3.3;6.5;3140;18720;5158;11124;1676;36.7;30.7;16.4;36.3;29.5;1.5;16.3;9.5;0.6;75.8;10.6;1.1;2.4;44.1;1850;82.9;8.2;8.9;0;17.5;40.823.718.593;-739.190.954.774;NY;40.823718593 -73.9190954774
105;36005017500;Bronx;Bronx;7004;3064;3940;58.4;1.6;34.9;2.7;0;3584;22000;8045;16132;5954;45.8;57.2;19.6;40.9;25.6;4.4;9.5;15.1;1.7;65;13.1;2;3.1;39.3;2270;79.8;13.1;5.5;1.6;14.4;408.305.025.126;-739.127.638.191;NY;40.8305025126 -73.9127638191
106;36005017701;Bronx;Bronx;4946;2351;2595;62.6;1.2;35.7;0;0.2;2208;25022;9623;12870;3393;46.7;65.9;24.6;38.4;14.1;1.1;21.8;10.8;23;49.9;7.9;8.5;0;30.2;1485;86.6;7.8;5.6;0;15.6;408.327.638.191;-739.127.638.191;NY;40.8327638191 -73.9127638191
107;36005017702;Bronx;Bronx;5388;2510;2878;65.7;0.5;28.9;0;2.3;2453;23485;4504;12008;2234;42.1;54.5;28.3;30.6;19.5;3.4;18.2;13.3;6.2;62.4;6.5;2.7;8.9;41.2;1850;85.5;7.8;6.6;0;15.7;408.350.251.256;-739.095.979.899;NY;40.8350251256 -73.9095979899
108;36005017901;Bronx;Bronx;4661;2218;2443;69.1;1.1;24.2;3.8;1.9;2630;21376;4131;12459;2129;44.3;65.3;22;31.4;15.3;9.7;21.6;12.6;0;68;10.6;2.5;6.3;39.7;1870;71;13.4;15.6;0;15.7;408.350.251.256;-739.159.296.482;NY;40.8350251256 -73.9159296482
109;36005017902;Bronx;Bronx;3600;1717;1883;57.6;0.6;38.9;0;0;1711;20852;10152;11097;2032;41.3;51.8;13.3;45.4;24.6;6.9;9.8;7.1;1;75.9;5.4;0;10.7;43.3;1405;74.9;12.3;12.8;0;13.9;408.372.864.322;-739.127.638.191;NY;40.8372864322 -73.9127638191
110;36005018101;Bronx;Bronx;2921;1324;1597;51.6;0;47.1;0;0;1562;27371;3090;13799;2059;34.5;59.7;8.4;39.8;25.5;5.6;20.6;17.6;2.1;68;10;0;2.4;41.1;1293;84.5;10.9;4.6;0;12;408.305.025.126;-739.159.296.482;NY;40.8305025126 -73.9159296482
111;36005018102;Bronx;Bronx;5626;2656;2970;54.2;4.6;36.5;0;4.1;2396;38250;3785;14801;2870;33.7;56.2;20.1;37.6;25.5;3.2;13.6;9.5;2.3;80.4;3.5;1.3;3;41;2363;84.2;6.3;9.1;0.5;14.8;408.305.025.126;-739.190.954.774;NY;40.8305025126 -73.9190954774
112;36005018302;Bronx;Bronx;4078;1991;2087;67.4;2;28.4;0;0.5;2043;31324;5646;13543;2098;36.4;59.2;16;26.2;34.6;10;13.2;9.3;3.2;65.3;9;3.8;9.3;43.5;1573;90.3;7.1;2.6;0;16.8;408.259.798.995;-739.190.954.774;NY;40.8259798995 -73.9190954774
113;36005018400;Bronx;Bronx;3676;1815;1861;38.5;54.3;4.2;0;1;2651;60518;13541;30463;3871;14.5;29.2;36.8;18.7;25.8;14.8;3.9;51.4;7;32.7;5.7;0;3.1;34.3;1765;80.4;14.2;5.4;0;7.1;408.350.251.256;-738.336.180.905;NY;40.8350251256 -73.8336180905
114;36005018500;Bronx;Bronx;6885;3125;3760;53.5;1.5;43.8;0;0;3487;26496;7896;12708;1637;43.8;50;17;44;27.7;4.1;7.2;15.7;1.2;65.1;6.4;2.9;8.7;48.4;2336;77.7;16.9;5.4;0;19.7;40.823.718.593;-739.095.979.899;NY;40.823718593 -73.9095979899
115;36005018900;Bronx;Bronx;8304;4016;4288;74.3;3.5;21.5;0.1;0.2;4114;21180;4212;12466;2111;44.1;47.9;23.5;26.6;27.7;7.4;14.7;20.2;4.8;52.7;13.8;3.3;5.3;38.7;2624;83.4;11.9;4.7;0;16.7;408.305.025.126;-73.931.758.794;NY;40.8305025126 -73.931758794
116;36005019300;Bronx;Bronx;5737;2400;3337;55.7;0.2;44;0;0.2;3009;23267;5349;13286;4204;50.9;61;13.7;30;34.6;6.4;15.4;21.5;3.7;67.9;4.7;1.2;1;44.6;1758;80.3;15.5;4.2;0;18.7;408.327.638.191;-73.931.758.794;NY;40.8327638191 -73.931758794
117;36005019400;Bronx;Bronx;2231;1148;1083;49.9;25.2;13.6;0;3.2;1554;51176;14195;22916;4011;23.6;23.2;21;21.1;33.9;9.4;14.7;47.6;2.6;39.2;8.7;1.4;0.6;43.5;926;84.8;9.1;6.2;0;11.1;40.828.241.206;-738.399.497.487;NY;40.828241206 -73.8399497487
118;36005019500;Bronx;Bronx;7622;3232;4390;73.2;0.7;23.8;0;1.2;3957;26706;3344;14042;1701;34.4;40.4;15.9;47.2;22.4;5.1;9.4;8.2;6;63.3;12.7;2.6;7.2;40.1;2917;79.2;10.1;10.7;0;15;40.828.241.206;-739.254.271.357;NY;40.828241206 -73.9254271357
119;36005019700;Bronx;Bronx;7104;3334;3770;63.3;1.1;26.2;0;6.1;3113;25875;5225;13599;3561;35.7;44.8;8.1;44.8;28.3;6.1;12.6;10.5;2.1;74.3;7;3;3.1;40.3;2707;82.1;10.9;5;2;9.3;408.350.251.256;-739.222.613.065;NY;40.8350251256 -73.9222613065
120;36005019900;Bronx;Bronx;8015;3723;4292;67.6;2;29.1;0;0;3600;24914;3073;14441;2108;38.1;47;19.9;43.3;23.7;2.7;10.5;15.8;4.6;72.1;4.6;1.2;1.6;39.2;3317;85.5;11;3.5;0;13.4;408.350.251.256;-739.254.271.357;NY;40.8350251256 -73.9254271357
121;36005020000;Bronx;Bronx;4722;2312;2410;55.6;4.6;3.9;0;31.7;2450;44771;6435;19337;2835;27.4;35.9;19.4;35.1;21.4;10.6;13.5;17.4;5.7;64.4;5.4;3.6;3.5;50.1;2080;83.2;13.1;3.7;0;14.7;408.418.090.452;-73.846.281.407;NY;40.8418090452 -73.846281407
122;36005020100;Bronx;Bronx;4340;2015;2325;68.5;1.5;29.4;0;0.7;2182;24160;9036;13334;2331;43;55.7;14.2;38.9;27.2;6.4;13.3;19.1;5.2;63.2;4.9;0;7.6;37.9;1582;84.1;8.7;6.6;0.6;9.8;408.418.090.452;-739.285.929.648;NY;40.8418090452 -73.9285929648
123;36005020200;Bronx;Bronx;2232;1066;1166;56.7;12.1;15.1;0;14.5;1339;38487;8620;19417;2441;25.9;41.4;20.1;27.7;34.2;6.9;11.1;27.1;6.4;59.6;4.4;0;2.5;45.7;974;84;13.2;2.7;0.1;7;408.372.864.322;-73.846.281.407;NY;40.8372864322 -73.846281407
124;36005020400;Bronx;Bronx;3131;1665;1466;68.5;5.4;11.4;0;11.6;1899;49519;8281;20723;3035;18.1;23.9;26.3;24.8;27.1;5.3;16.5;22.8;11.4;51.7;9.6;2.1;2.5;42.1;1441;74.4;22.1;3.5;0;20.5;408.395.477.387;-738.526.130.653;NY;40.8395477387 -73.8526130653
125;36005020501;Bronx;Bronx;7030;3099;3931;69.8;0;30.2;0;0;3926;23160;6160;15021;2301;35.6;42;17;37.4;29.4;5.5;10.7;14.7;6.5;64.6;12.4;1.2;0.6;39.1;2700;83.6;11.5;4.9;0;12.6;408.463.316.583;-739.254.271.357;NY;40.8463316583 -73.9254271357
126;36005020502;Bronx;Bronx;2123;983;1140;64.1;3.7;31.8;0;0.2;1239;15343;4243;16001;2639;43;48.8;22.3;18.1;35.3;10.8;13.5;22.8;2.6;68;2.6;1.1;2.8;45.9;719;86.6;6.7;6.7;0;7.9;408.508.542.714;-739.190.954.774;NY;40.8508542714 -73.9190954774
127;36005020601;Bronx;Bronx;2724;1177;1547;40.2;3.9;13.4;0;36.7;1662;76429;22078;25477;4028;16.1;14.4;25;26.1;34.4;8.8;5.6;17.3;5.3;69.3;5;0;3.2;51.2;1350;83.3;14.4;2.3;0;17.2;408.350.251.256;-738.526.130.653;NY;40.8350251256 -73.8526130653
128;36005020900;Bronx;Bronx;4351;2339;2012;64.1;2.7;32;0;0.2;2072;27311;7922;14793;2115;35.8;47.6;15.5;37;19.2;5.4;22.9;19.7;1.9;65.8;3.8;8.7;0;38.3;1932;86.5;11.3;1.8;0.3;11;408.418.090.452;-739.159.296.482;NY;40.8418090452 -73.9159296482
129;36005021001;Bronx;Bronx;9254;4610;4644;38.6;1.5;52.6;0;5.5;6061;48396;3518;25239;2528;14.5;17.2;23.2;27.4;35.8;7.5;6.1;20.9;3.4;66.8;4.2;3.5;1.1;46.5;4623;75.2;19;5.8;0;11.6;408.395.477.387;-738.589.447.236;NY;40.8395477387 -73.8589447236
130;36005021002;Bronx;Bronx;6416;2941;3475;28.1;2.5;50.9;0;14.2;4382;43313;7572;29947;4809;18.5;23.8;30.3;25.2;26.3;6.3;11.9;15.5;5.2;66.6;5.8;3.1;3.8;49;3247;76.8;18.9;4.3;0;15.4;408.372.864.322;-738.557.788.945;NY;40.8372864322 -73.8557788945
131;36005021100;Bronx;Bronx;5506;2839;2667;58.1;0.1;41.4;0;0.1;2536;23724;4729;11472;1405;47.7;55.4;13.2;38.8;25.2;6.8;16;16.1;8.5;60.5;10.7;0;4.2;38.5;1907;87.8;7.5;4.7;0;19.1;408.395.477.387;-739.254.271.357;NY;40.8395477387 -73.9254271357
132;36005021200;Bronx;Bronx;5257;2551;2706;34.4;1.9;36.8;0;24.6;3937;51443;3590;24552;3833;13.7;5.9;36.6;23.1;26.6;7.2;6.4;18.1;2;66.1;9.7;2.4;1.7;40.1;2399;68;25.8;6.2;0;14.7;408.350.251.256;-738.589.447.236;NY;40.8350251256 -73.8589447236
133;36005021302;Bronx;Bronx;6061;2423;3638;50;1;47.5;0;1.1;2905;30362;6916;12748;1679;34.8;42.9;18.6;42.6;21.9;4.7;12.1;12.2;5.4;66.8;15.6;0;0;40.4;2132;80.3;15.4;4.3;0;12.9;408.418.090.452;-739.222.613.065;NY;40.8418090452 -73.9222613065
134;36005021501;Bronx;Bronx;4726;2079;2647;74;1;21;0;2.7;2119;26076;4615;11505;1464;38.1;47.2;12.9;38.4;25.5;4;19.3;16.5;4;72.4;4.7;0;2.3;50.7;1532;89;7.3;3.7;0;12.9;408.485.929.648;-739.190.954.774;NY;40.8485929648 -73.9190954774
135;36005021502;Bronx;Bronx;6013;3131;2882;75;1.7;22.7;0;0;2912;18507;3701;11639;1478;44.6;56.1;12.8;40.9;18.5;7.3;20.6;16.3;1;67.2;7.5;0.7;7.2;38.3;2225;82.8;9.3;7.9;0;16.4;408.463.316.583;-739.190.954.774;NY;40.8463316583 -73.9190954774
136;36005021601;Bronx;Bronx;4137;1897;2240;64.1;10.4;19.1;0;3.5;2290;25847;5933;15578;2868;42.9;66.5;11.8;44.3;21;7.7;15.2;16.9;3.8;69.4;5.9;0.8;3.2;46;1622;91.1;5;3.9;0;19;408.350.251.256;-738.652.763.819;NY;40.8350251256 -73.8652763819
137;36005021602;Bronx;Bronx;6243;2719;3524;39.1;1.4;38.7;0.7;15;4066;41487;5816;21913;2568;20.3;19.8;24.4;29.6;33.5;3;9.5;13.8;3;74.6;5.3;2.7;0.6;48.6;2893;72.6;22.8;4.6;0;11.2;408.350.251.256;-738.621.105.528;NY;40.8350251256 -73.8621105528
138;36005021700;Bronx;Bronx;5000;2398;2602;54.5;1.3;43.2;0.5;0;2735;22721;5837;12208;1895;51.1;72;9.1;40.9;23;9.4;17.6;14.6;5.7;66.9;7.1;1.3;4.3;42.5;1960;85.7;4.5;8.7;1.1;14.3;408.463.316.583;-739.159.296.482;NY;40.8463316583 -73.9159296482
139;36005021800;Bronx;Bronx;6882;3307;3575;64.6;2.9;26.9;0;5.2;3810;37303;12102;19344;3692;22.1;37.2;25.9;36.8;21.7;5.9;9.6;24.1;2.5;56.6;8.3;2.6;5.9;43.6;2893;73.7;16.6;9.1;0.6;16.6;408.372.864.322;-738.716.080.402;NY;40.8372864322 -73.8716080402
140;36005021900;Bronx;Bronx;1277;617;660;91.2;2.1;6.7;0;0;606;31292;8449;15108;2593;29.1;45.5;15.3;35.3;23.4;8.8;17.3;11.5;6.6;68.8;7.8;3.4;1.9;42.6;590;81.7;10.3;8;0;9.1;408.372.864.322;-739.222.613.065;NY;40.8372864322 -73.9222613065
141;36005022000;Bronx;Bronx;2176;1172;1004;79.5;0.3;14.4;1.2;4.2;599;23167;5153;8750;1423;52.9;83.4;9.4;39;16.2;7.2;28.3;5.7;3.3;81.6;6.7;2.7;0;42;842;89.7;4.8;5.6;0;19.5;408.440.703.518;-738.716.080.402;NY;40.8440703518 -73.8716080402
142;36005022101;Bronx;Bronx;3884;1699;2185;77.6;0;17.6;0;2.7;1372;25870;4641;12249;2023;41.8;51.9;16;44;23.1;6.1;10.8;9;2.4;73.5;8.1;0.8;6.2;40.1;1553;84.9;12;3;0;11.6;408.372.864.322;-739.190.954.774;NY;40.8372864322 -73.9190954774
143;36005022102;Bronx;Bronx;5010;2303;2707;77.2;1.5;17.6;0;0.4;2144;18664;2947;9696;1359;49.7;66.5;5.1;49.5;15.8;12.1;17.6;14.9;0.5;76.4;3;2;3.1;39.7;1600;85.9;10.6;3.6;0;20.5;408.372.864.322;-739.159.296.482;NY;40.8372864322 -73.9159296482
144;36005022200;Bronx;Bronx;3414;1677;1737;59.5;4.1;16.4;0;18.5;1647;40331;11229;18173;2592;28.7;34.4;26.2;31.8;20.1;10.6;11.2;22.3;7;65.8;2.3;1.7;0.7;43.1;1636;87.5;11.5;1;0;14;408.350.251.256;-738.557.788.945;NY;40.8350251256 -73.8557788945
145;36005022300;Bronx;Bronx;5108;2565;2543;66.2;2.5;28.7;0;0;2436;24277;2983;13806;2829;41.4;59.7;16.5;39.7;23.7;10.1;9.9;16;3.2;68.5;8.2;1.9;2.2;42.2;2032;88.5;7.9;3.6;0;15.3;408.418.090.452;-739.159.296.482;NY;40.8418090452 -73.9159296482
146;36005022401;Bronx;Bronx;2652;1129;1523;66.1;9;18.7;0;6;1391;43611;7539;30091;11248;21.4;23.7;21.5;30.4;30.7;5.4;12;12.7;4.8;71.1;7.8;1.6;2.1;43.3;1230;84.2;12.1;3.7;0;17;408.531.155.779;-738.684.422.111;NY;40.8531155779 -73.8684422111
147;36005022403;Bronx;Bronx;3502;1441;2061;68;16.5;11;0;0;2021;38333;9373;20184;3974;25.2;31;27.2;32.9;25.1;5.8;9;7.9;2.4;65.8;8.1;9.2;6.6;45.9;1557;75;17.1;7.8;0;15.7;408.553.768.844;-738.652.763.819;NY;40.8553768844 -73.8652763819
148;36005022404;Bronx;Bronx;4187;1786;2401;46.8;27.9;18.3;0;4.3;2657;42070;8585;24555;3912;20.6;32.9;36.4;23.8;22.7;9;8;16.6;5.5;63.8;9.1;2.8;2.2;45.9;2151;73.2;24.1;2.6;0;6.4;408.531.155.779;-738.652.763.819;NY;40.8531155779 -73.8652763819
149;36005022500;Bronx;Bronx;8066;3705;4361;63.8;0.2;33.9;0;1.8;2977;29302;3871;14612;5074;36.1;45.2;8.7;43.8;23.6;6.6;17.3;8.1;7.1;72.7;8.6;2.6;1;39.3;2849;85.2;7.8;7;0;15.6;408.372.864.322;-739.127.638.191;NY;40.8372864322 -73.9127638191
150;36005022701;Bronx;Bronx;5917;2621;3296;64.6;1.8;31.9;0;1.4;3303;29426;3444;13012;1364;30.1;46.1;15.9;44.1;23;6.9;10.2;14.7;7;60;12.8;0.4;5.1;37.5;2550;82.4;13.2;4.4;0;13.2;408.463.316.583;-739.127.638.191;NY;40.8463316583 -73.9127638191
151;36005022702;Bronx;Bronx;1485;853;632;52.1;0;39.5;0.7;4.2;767;23500;15325;15663;2287;34.8;45.8;18.8;25.7;33.7;7.1;14.7;11.8;0;68.5;8.1;1.5;10.1;38.1;606;74.3;12.5;13.2;0;17.4;408.440.703.518;-739.127.638.191;NY;40.8440703518 -73.9127638191
152;36005022703;Bronx;Bronx;1871;817;1054;47.4;10.2;26.9;0;15.3;769;45673;9614;18038;3658;27.1;33.6;29.1;32.9;27.3;3;7.7;6;7.6;62.4;21.7;2.3;0;33.4;834;87.4;7.7;4.9;0;7.7;408.440.703.518;-739.095.979.899;NY;40.8440703518 -73.9095979899
153;36005022800;Bronx;Bronx;6231;2961;3270;45.4;15.9;24.2;0;14.5;3781;45069;11303;23256;3451;17.6;32.8;31.2;28.5;23.9;6.6;9.8;15.9;5.1;60;11.5;2.6;4.9;44.3;2988;77.3;16.4;6.4;0;12.8;408.508.542.714;-738.652.763.819;NY;40.8508542714 -73.8652763819
154;36005022901;Bronx;Bronx;5568;2681;2887;74.6;1.2;20;1.1;1;2571;24115;6826;12778;1784;36.4;49.3;12.2;39.8;22.2;5.5;20.3;12.6;1;63.7;15.3;1.1;6.3;36.3;2145;83.4;8.1;8.5;0;16.2;408.463.316.583;-739.064.321.608;NY;40.8463316583 -73.9064321608
155;36005022902;Bronx;Bronx;3386;1364;2022;71.9;2.1;20.8;0;0.3;1510;24142;7428;11642;1810;34.6;56.4;14.5;43.9;24.1;6;11.5;13.8;2.3;64.2;13.5;0;6.2;40.3;1361;79.6;7;13.4;0;19.4;408.440.703.518;-739.064.321.608;NY;40.8440703518 -73.9064321608
156;36005023000;Bronx;Bronx;3334;1595;1739;57.7;22.7;9.6;0;9.4;1896;43929;19129;17638;2718;23.5;34.8;25.7;24.4;29.4;5.8;14.7;22.3;6.3;63.2;3.8;0;4.5;44;1420;83.6;12.7;3.7;0;15.3;408.485.929.648;-738.652.763.819;NY;40.8485929648 -73.8652763819
157;36005023100;Bronx;Bronx;1594;988;606;63.6;2.8;32.8;0;0;850;24250;15825;10136;1907;42.8;36.8;12.8;37.2;26.3;10.5;13.2;3.8;1.9;82.4;5.1;6.8;0;42.1;476;83.2;5.9;10.9;0;23.3;408.463.316.583;-739.032.663.317;NY;40.8463316583 -73.9032663317
158;36005023200;Bronx;Bronx;2704;1345;1359;64.6;22.9;2.9;0;5.5;1407;44318;10356;22513;4308;23.4;30.2;22.4;28.1;27;13;9.5;33.3;8.4;48.4;7.1;0.5;2.2;46.8;1188;81.9;16.8;1.3;0;17.6;408.463.316.583;-738.652.763.819;NY;40.8463316583 -73.8652763819
159;36005023301;Bronx;Bronx;4356;2012;2344;74.5;0;24.8;0;0;2094;26250;5052;12713;1830;36.6;54.8;14;42.9;17.8;10.8;14.5;10.1;12;62.8;5.8;5.3;4;38.7;1835;84.3;8.1;7.6;0;13.2;408.485.929.648;-739.095.979.899;NY;40.8485929648 -73.9095979899
160;36005023302;Bronx;Bronx;3614;1673;1941;77.1;0.3;21.1;0;1.6;1452;22566;8178;10361;2073;50.1;63.8;12.7;44.5;22.2;8.2;12.4;5.6;2.5;72.2;11.2;1;7.5;44.1;1278;85.1;7.1;7.8;0;14;408.485.929.648;-739.064.321.608;NY;40.8485929648 -73.9064321608
161;36005023501;Bronx;Bronx;3044;1405;1639;85;0.9;12.2;0;0.6;1329;27316;10692;13906;2429;50.8;76.5;13;39.1;25.8;9.8;12.3;21.7;1.8;57.6;9.4;8.1;1.5;37.5;1376;83.6;8.6;6.3;1.4;10.2;408.508.542.714;-739.064.321.608;NY;40.8508542714 -73.9064321608
162;36005023502;Bronx;Bronx;4706;2245;2461;77.2;3;16.5;0;1.5;2198;21582;2792;12317;1563;41.8;54.1;12.6;38.2;23;9.1;17.1;8.8;3.1;75;7;0;6;40.7;1790;82.6;8.4;9;0;17.1;408.508.542.714;-739.032.663.317;NY;40.8508542714 -73.9032663317
163;36005023600;Bronx;Bronx;2275;1125;1150;54;29.8;8.2;0;7.9;1161;40903;3595;15934;2750;32.2;49.2;14;37.4;23.2;11.5;13.8;19;7.4;60.1;11.9;0.5;1.1;40.5;998;80.2;14.4;5.4;0;13.3;408.440.703.518;-738.684.422.111;NY;40.8440703518 -73.8684422111
164;36005023702;Bronx;Bronx;1216;655;561;73.9;2.5;20.1;0;0.3;514;32500;7283;13510;2262;35.1;62.4;7.5;56.3;23;8.2;5.1;10.5;3.6;78.2;5.5;0;2.3;46;549;88.3;11.7;0;0;13.8;408.598.994.975;-738.969.346.734;NY;40.8598994975 -73.8969346734
165;36005023703;Bronx;Bronx;5014;2500;2514;73.1;4;19.8;0;2.7;2089;27128;7618;12746;2075;43.7;48.7;12.4;48.5;23.2;1.6;14.2;7.3;1.8;71.2;13.7;1.7;4.3;40.7;1966;81.7;8.5;9.8;0;17.3;40.857.638.191;-739.001.005.025;NY;40.857638191 -73.9001005025
166;36005023704;Bronx;Bronx;3717;1541;2176;75.4;0.8;22.4;0;0.5;1502;20918;2897;11199;1998;55;75.9;11.3;53.4;17.7;10.8;6.8;14.9;0;58.8;18.1;1.2;7;43.8;1606;93.2;3.2;3.6;0;7.2;408.553.768.844;-739.032.663.317;NY;40.8553768844 -73.9032663317
167;36005023800;Bronx;Bronx;2567;1329;1238;60.4;16.8;18.2;0;3.9;1405;50074;9350;17870;2174;28.6;42.8;24.5;29.2;28.3;9;8.9;31.1;10.5;46.1;6.6;0.3;5.3;40.9;1028;86.2;12.1;1.8;0;16.9;408.418.090.452;-738.652.763.819;NY;40.8418090452 -73.8652763819
168;36005023900;Bronx;Bronx;8282;3887;4395;78.3;0.9;19.1;0.6;1.1;3346;20985;6855;12525;1890;45.2;65.6;13.9;46.5;17.2;7.5;14.8;13.3;3.9;69.6;10.2;0;3;40.8;3209;79.1;12;8.9;0;12.4;40.857.638.191;-739.032.663.317;NY;40.857638191 -73.9032663317
169;36005024000;Bronx;Bronx;3963;2138;1825;67.7;5.1;25.6;0;0.7;2185;34705;4686;16222;2398;27.9;35.1;18.6;33.2;25.6;8.1;14.5;27.1;4.7;62.1;3.1;0.7;2.2;41;1837;77.2;13.3;9.5;0;16;408.418.090.452;-738.716.080.402;NY;40.8418090452 -73.8716080402
170;36005024100;Bronx;Bronx;6324;3194;3130;69.1;0.9;27.3;0.1;1.5;2801;23856;4225;11044;1583;38.6;54;16.1;43.2;16.8;8.5;15.4;14.8;5.4;63.1;10;2;4.8;41.4;2501;92.8;3.8;3.4;0;15.9;408.531.155.779;-739.064.321.608;NY;40.8531155779 -73.9064321608
171;36005024300;Bronx;Bronx;5748;2578;3170;69.2;1.1;23.3;0;6.1;2909;19669;2381;10226;1568;45.3;55.4;12.1;39.6;23;7.5;17.8;13.6;9.6;62.3;7.4;3.4;3.6;41.3;1894;74;14.6;11.4;0;16.6;408.508.542.714;-739.127.638.191;NY;40.8508542714 -73.9127638191
172;36005024400;Bronx;Bronx;2551;1215;1336;54;35.1;7.2;0;3.7;1385;59063;11820;24849;2414;9.9;12.6;38.3;18.6;27.9;7.6;7.6;41;5.7;41.8;7.8;1.3;2.5;41.6;1129;80.7;15.2;4.1;0;14.5;408.440.703.518;-738.589.447.236;NY;40.8440703518 -73.8589447236
